Scenario,New_Orders_m,New_AOV_EUR,New_GMV_m_EUR,New_Revenue_m_EUR,New_Adjusted_EBIT_m_EUR,New_EBIT_margin_pct
Scenario 2 - 10% discount on all,289,54.81,15820.9,10935.2,196.8,1.8
