Scenario,New_Orders_m,New_AOV_EUR,New_GMV_m_EUR,New_Revenue_m_EUR,New_Adjusted_EBIT_m_EUR,New_EBIT_margin_pct
Scenario 3 - Combo: Free shipping + 15% loyalty discount,281,65.772,18489.8,12779.9,38.3,0.3
