GMV_2024,Revenue_2024,Adjusted_EBIT_2024,Adjusted_EBIT_margin_2024,Orders_2024,Active_customers_2024,Avg_GMV_per_customer_2024,Avg_basket_size_2024
"15,296.20","10,573",511.1,4.8,251,51.8,295.4,60.9
