Scenario,New_Orders_m,New_AOV_EUR,New_GMV_m_EUR,New_Revenue_m_EUR,New_Adjusted_EBIT_m_EUR,New_EBIT_margin_pct
Scenario 1 - Free shipping >50€,301,63.945,19260.2,13312.4,239.6,1.8
